Thana Name,District,Location,Crime Type,Date,Time
Cantonment,Lahore,"31.563240651651572,74.31883943634757",othercrimes,09/01/15,18:00:00
Cantonment,Lahore,"31.56561656537193,74.33581791575725",miscellaneous,10/01/15,17:50:00
Cantonment,Lahore,"31.558857467929624,74.3466310254255",othercrimes,03/01/15,19:30:00
Cantonment,Lahore,"31.559230135251994,74.34867962936357",othercrimes,04/01/15,20:30:00
Cantonment,Lahore,"31.531178174029204,74.3551856249335",miscellaneous,07/01/15,8:35:00
Cantonment,Lahore,"31.535446785334134,74.34134372855618",robbery,06/01/15,1:00:00
Cantonment,Lahore,"31.549549880947716,74.33857352857653",othercrimes,05/01/15,14:51:00
Cantonment,Lahore,"31.548091955708276,74.33259777870157",othercrimes,06/01/15,14:30:00
Cantonment,Lahore,"31.55952459804991,74.34435689497955",bulgery,04/01/15,23:00:00
Cantonment,Lahore,"31.550707647707732,74.34226437082233",overspeeding,08/01/15,15:30:00
Cantonment,Lahore,"31.55001386085045,74.35734987906194",miscellaneous,08/01/15,19:45:00
Cantonment,Lahore,"31.540595456080865,74.34054024503668",loudspeakeract,09/01/15,13:35:00
Cantonment,Lahore,"31.54440016714757,74.35956046677798",miscellaneous,11/01/15,19:35:00
Cantonment,Lahore,"31.532949340238893,74.36031817598877",loudspeakeract,09/01/15,13:00:00
Cantonment,Lahore,"31.550670846970597,74.35367684396701",miscellaneous,10/01/15,23:10:00
Cantonment,Lahore,"31.560538234697567,74.33808757881327",bulgery,10/01/15,0:00:00
Cantonment,Lahore,"31.53465902127699,74.34650995987077",fatalaccident,12/01/15,19:30:00
Cantonment,Lahore,"31.540186350550723,74.34413235449603",othercrimes,12/01/15,14:55:00
Cantonment,Lahore,"31.54212122690622,74.33272921717868",othercrimes,10/01/15,10:00:00
Cantonment,Lahore,"31.544596379555422,74.35060082205644",robbery,13/01/15,21:50:00
Cantonment,Lahore,"31.559708639275993,74.35491651317312",motorcycletheft,12/01/15,16:15:00
Cantonment,Lahore,"31.548329913500886,74.33207652800878",miscellaneous,10/01/15,11:25:00
Cantonment,Lahore,"31.54822118704423,74.3321536901921",miscellaneous,11/01/15,11:29:00
Cantonment,Lahore,"31.54821037363394,74.33213862060023",miscellaneous,01/01/15,11:34:00
Cantonment,Lahore,"31.557335757939118,74.35278782507238",motorcycletheft,13/01/15,15:15:00
Shalamar Town,Lahore,"31.577380253623588,74.31604690804063",copyrightact,05/01/15,20:15:00
Shalamar Town,Lahore,"31.57577581626556,74.31724866953651",narcotics,13/01/15,21:20:00
Shalamar Town,Lahore,"31.579392031827016,74.31800278979985",loudspeakeract,16/01/15,13:30:00
Shalamar Town,Lahore,"31.582576096656275,74.31874366926094",loudspeakeract,16/01/15,14:30:00
Ravi Town ,Lahore,"31.602585479460434,74.30724237246092",hurtpersonalfeud,02/01/15,8:30:00
Ravi Town ,Lahore,"31.601760004412462,74.30554159063247",miscellaneous,04/01/15,20:50:00
Ravi Town ,Lahore,"31.601747420955746,74.30576364044225",armsordinanceact,04/01/15,20:55:00
Ravi Town ,Lahore,"31.601690912511778,74.30571130519819",armsordinanceact,04/01/15,21:00:00
Ravi Town ,Lahore,"31.59572397575669,74.30230842353896",attemptedmurder,04/01/15,20:15:00
Ravi Town ,Lahore,"31.59498878528843,74.30223361721538",motorcyclesnatching,07/01/15,7:55:00
Ravi Town ,Lahore,"31.591921613844605,74.30620863973058",ppc,08/01/15,20:00:00
Ravi Town ,Lahore,"31.598914250658318,74.30186526506603",motorcycletheft,10/01/15,12:00:00
Ravi Town ,Lahore,"31.60471258967441,74.30116900359229",miscellaneous,10/01/15,21:05:00
Ravi Town ,Lahore,"31.6047104580156,74.30110426716699",armsordinanceact,10/01/15,21:07:00
Ravi Town ,Lahore,"31.604727637377188,74.30114078193569",armsordinanceact,10/01/15,21:10:00
Ravi Town ,Lahore,"31.60471281932025,74.3011613831674",armsordinanceact,10/01/15,21:12:00
Ravi Town ,Lahore,"31.604770166902238,74.30115295199828",armsordinanceact,10/01/15,21:15:00
Ravi Town ,Lahore,"31.593174846904617,74.3066220327255",loudspeakeract,11/01/15,14:05:00
Ravi Town ,Lahore,"31.59319767244021,74.30675694583822",hurtpersonalfeud,11/01/15,10:00:00
Ravi Town ,Lahore,"31.601581264044764,74.30500236779484",localgovernment,11/01/15,14:30:00
Ravi Town ,Lahore,"31.60298303084592,74.30642200903218",miscellaneous,11/01/15,17:00:00
Ravi Town ,Lahore,"31.598282051814415,74.30300972261158",cartheft,12/01/15,12:00:00
Ravi Town ,Lahore,"31.594580043592774,74.30482940289862",hurtpersonalfeud,04/01/15,23:30:00
Ravi Town ,Lahore,"31.59542439160972,74.30965658687451",robbery,14/01/15,23:00:00
Ravi Town ,Lahore,"31.601088290654523,74.29949715404447",narcotics,16/01/15,15:45:00
Ravi Town ,Lahore,"31.601585039361446,74.31073061840102",miscellaneous,17/01/15,0:10:00
Ravi Town ,Lahore,"31.601608174904833,74.31073916534652",miscellaneous,17/01/15,0:20:00
Ravi Town ,Lahore,"31.601632701509956,74.31071818013893",miscellaneous,17/01/15,6:25:00
Ravi Town ,Lahore,"31.60160576449233,74.31077662489427",miscellaneous,17/01/15,6:50:00
Ravi Town ,Lahore,"31.60159335231058,74.31074854351073",miscellaneous,17/01/15,7:15:00
Ravi Town ,Lahore,"31.60162124220968,74.31079852935076",motorcycletheft,15/01/15,4:00:00
Ravi Town ,Lahore,"31.601634125563937,74.31074309845667",miscellaneous,18/01/15,0:05:00
Ravi Town ,Lahore,"31.601566044501602,74.31073924366086",miscellaneous,18/01/15,0:20:00
Ravi Town ,Lahore,"31.601580480458274,74.31067397953913",miscellaneous,18/01/15,8:05:00
Ravi Town ,Lahore,"31.60156525178544,74.31071705566097",miscellaneous,18/01/15,10:15:00
Iqbal Town,Lahore,"31.514756277217785,74.2620588794624",armsordinanceact,01/01/15,0:50:00
Iqbal Town,Lahore,"31.518714715473163,74.27360355697465",miscellaneous,03/01/15,12:30:00
Iqbal Town,Lahore,"31.51515788817055,74.26298325448798",motorcycletheft,02/01/15,20:45:00
Iqbal Town,Lahore,"31.511611610204508,74.26391973533538",attemptedmurder,03/01/15,3:30:00
Iqbal Town,Lahore,"31.50724192173494,74.26511450958729",telephoneact,02/01/15,0:30:00
Iqbal Town,Lahore,"31.52435306998904,74.27668592159955",motorcycletheft,02/01/15,7:00:00
Iqbal Town,Lahore,"31.5288913154636,74.26491123257456",miscellaneous,03/01/15,1:50:00
Iqbal Town,Lahore,"31.52018475798346,74.26966253213394",armsordinanceact,05/01/15,14:15:00
Iqbal Town,Lahore,"31.516478843398612,74.27439303945583",narcotics,05/01/15,13:25:00
Iqbal Town,Lahore,"31.504287723495633,74.26816081044747",narcotics,05/01/15,13:40:00
Iqbal Town,Lahore,"31.522617804289393,74.26541549808522",cartheft,04/01/15,22:30:00
Iqbal Town,Lahore,"31.524543039408893,74.26654315914823",bulgery,03/01/15,17:45:00
Iqbal Town,Lahore,"31.520731376512902,74.27029820230169",othercrimes,07/01/15,19:30:00
Iqbal Town,Lahore,"31.49921136783608,74.2654976897505",narcotics,07/01/15,18:45:00
Iqbal Town,Lahore,"31.506185731863184,74.26589200445912",robbery,07/01/15,10:30:00
Iqbal Town,Lahore,"31.5255438343939,74.27985582442335",miscellaneous,08/01/15,21:50:00
Iqbal Town,Lahore,"31.5187750536179,74.27333755216266",miscellaneous,10/01/15,13:45:00
Iqbal Town,Lahore,"31.51843779327715,74.27286729706537",antinorcoticsact,10/01/15,13:55:00
Iqbal Town,Lahore,"31.525061135935125,74.27846854252783",robbery,09/01/15,23:45:00
Iqbal Town,Lahore,"31.519786241033025,74.26890570015122",othercrimes,09/01/15,21:30:00
Iqbal Town,Lahore,"31.518943400346316,74.27609237790877",loudspeakeract,11/01/15,12:30:00
Iqbal Town,Lahore,"31.517745459898062,74.27000228060182",miscellaneous,13/01/15,15:55:00
Iqbal Town,Lahore,"31.515558475377247,74.27005520299585",robbery,10/01/15,18:50:00
Iqbal Town,Lahore,"31.523436347593083,74.27733129732955",bulgery,12/01/15,8:30:00
Iqbal Town,Lahore,"31.524363548458048,74.27891808135605",localgovernment,12/01/15,13:05:00
Iqbal Town,Lahore,"31.513167116806088,74.25692697681829",robbery,12/01/15,17:10:00
Iqbal Town,Lahore,"31.50641779857406,74.26604132215282",robbery,12/01/15,18:15:00
Iqbal Town,Lahore,"31.515743474505868,74.27060590768414",motorcycletheft,09/01/15,20:30:00
Iqbal Town,Lahore,"31.524046305187127,74.27911036370827",motorcycletheft,12/01/15,20:00:00
Iqbal Town,Lahore,"31.511250246085666,74.26549110055717",miscellaneous,15/01/15,17:00:00
Iqbal Town,Lahore,"31.515568006627113,74.2704444647734",robbery,07/01/15,10:55:00
Iqbal Town,Lahore,"31.51798307210678,74.27232380684913",narcotics,15/01/15,17:15:00
Iqbal Town,Lahore,"31.532936261725997,74.26227565853398",miscellaneous,16/01/15,17:25:00
Iqbal Town,Lahore,"31.53296765756457,74.26229206965262",armsordinanceact,16/01/15,17:30:00
Iqbal Town,Lahore,"31.532940880147134,74.26222573812149",armsordinanceact,16/01/15,17:35:00
Iqbal Town,Lahore,"31.52334996201235,74.27374328836358",armsordinanceact,16/01/15,20:00:00
Iqbal Town,Lahore,"31.523313845635357,74.27381885673441",antinorcoticsact,16/01/15,19:50:00
Iqbal Town,Lahore,"31.511607891558086,74.26560988788906",loudspeakeract,16/01/15,13:15:00
Iqbal Town,Lahore,"31.523761491466693,74.27418796313849",cartheft,15/01/15,21:30:00
Iqbal Town,Lahore,"31.519388130046003,74.26897278802136",kidnappingminors,17/01/15,21:30:00
Iqbal Town,Lahore,"31.519284022906316,74.2690316338707",miscellaneous,17/01/15,0:20:00
Iqbal Town,Lahore,"31.531339952146098,74.26319606613639",kidnapping,17/01/15,17:00:00
Iqbal Town,Lahore,"31.523096791962008,74.26027894965563",robbery,18/01/15,12:45:00
Iqbal Town,Lahore,"31.508263770610007,74.25123899813332",miscellaneous,16/01/15,13:30:00
Iqbal Town,Lahore,"31.517372223494736,74.26574659810026",gambling,19/01/15,0:10:00
Iqbal Town,Lahore,"31.520166932630932,74.26967431177081",kidnapping,16/01/15,18:00:00
Samanabad Town,Lahore,"31.5403854,74.2933776",attackongovtservant,01/01/15,0:45:00
Samanabad Town,Lahore,"31.5337362,74.3022924",robbery,02/01/15,20:30:00
Samanabad Town,Lahore,"31.54355288,74.29653745",antinorcoticsact,04/01/15,0:10:00
Samanabad Town,Lahore,"31.54155001,74.30979982",pricecontrol,03/01/15,18:35:00
Samanabad Town,Lahore,"31.5389684,74.3043441",robbery,02/01/15,22:00:00
Samanabad Town,Lahore,"31.53710993,74.29850678",ppc,01/01/15,14:45:00
Samanabad Town,Lahore,"31.54162226,74.29835114",othercrimes,06/01/15,6:00:00
Samanabad Town,Lahore,"31.54302459,74.30186084",miscellaneous,07/01/15,21:50:00
Samanabad Town,Lahore,"31.54533688,74.2956509",robbery,06/01/15,21:03:00
Samanabad Town,Lahore,"31.5396367,74.29778145",robbery,06/01/15,2:30:00
Samanabad Town,Lahore,"31.54155425,74.29616031",loudspeakeract,02/01/15,13:19:00
Samanabad Town,Lahore,"31.54229272,74.29827817",motorcycletheft,03/01/15,20:00:00
Samanabad Town,Lahore,"31.54250098,74.29815387",othercrimes,06/01/15,21:00:00
Samanabad Town,Lahore,"31.5422231,74.2969361",loudspeakeract,02/01/15,13:34:00
Samanabad Town,Lahore,"31.53803071,74.29308544",motorcycletheft,06/01/15,14:00:00
Samanabad Town,Lahore,"31.53839681,74.29644984",othercrimes,13/01/15,5:50:00
Samanabad Town,Lahore,"31.53686574,74.29915288",othercrimes,11/01/15,17:00:00
Samanabad Town,Lahore,"31.53957992,74.30111345",othercrimes,02/01/15,18:00:00
Samanabad Town,Lahore,"31.53811668,74.30313019",othercrimes,04/01/15,19:35:00
Samanabad Town,Lahore,"31.53968355,74.3040622",motorcycletheft,09/01/15,18:30:00
Samanabad Town,Lahore,"31.5397982,74.30643052",loudspeakeract,09/01/15,13:30:00
Samanabad Town,Lahore,"31.54001761,74.30657858",ppc,07/01/15,20:00:00
Samanabad Town,Lahore,"31.54151166,74.30807875",miscellaneous,08/01/15,12:55:00
Samanabad Town,Lahore,"31.54145367,74.30828649",bulgery,11/01/15,17:00:00
Samanabad Town,Lahore,"31.53942497,74.31260522",loudspeakeract,09/01/15,13:30:00
Samanabad Town,Lahore,"31.53352755,74.30998489",othercrimes,10/01/15,10:00:00
Samanabad Town,Lahore,"31.53973743,74.3090343",motorcycletheft,08/01/15,16:00:00
Samanabad Town,Lahore,"31.53350671,74.30515234",miscellaneous,14/01/15,8:00:00
Samanabad Town,Lahore,"31.53305229,74.30243872",miscellaneous,14/01/15,21:55:00
Samanabad Town,Lahore,"31.53366935,74.30028428",carsnatching,16/01/15,0:30:00
Samanabad Town,Lahore,"31.53700423,74.29972803",loudspeakeract,16/01/15,13:30:00
Samanabad Town,Lahore,"31.555647854317517,74.2844552122614",narcotics,01/01/15,0:01:00
Samanabad Town,Lahore,"31.556875666657813,74.25978764080999",hurtpersonalfeud,01/01/15,8:00:00
Samanabad Town,Lahore,"31.554319479191225,74.28529669393879",othercrimes,03/01/15,0:30:00
Samanabad Town,Lahore,"31.555723443718037,74.2811858076657",narcotics,05/01/15,0:10:00
Samanabad Town,Lahore,"31.5538272,74.2754832",miscellaneous,06/01/15,21:40:00
Samanabad Town,Lahore,"31.55315264572041,74.27655276771301",miscellaneous,06/01/15,21:45:00
Samanabad Town,Lahore,"31.556702616594077,74.2714064328861",hurtpersonalfeud,04/01/15,20:00:00
Samanabad Town,Lahore,"31.556759614983008,74.27141370843361",miscellaneous,06/01/15,21:15:00
Samanabad Town,Lahore,"31.556758367123894,74.27144479243196",armsordinanceact,06/01/15,21:25:00
Samanabad Town,Lahore,"31.556742443552803,74.27144231940615",armsordinanceact,06/01/15,21:30:00
Samanabad Town,Lahore,"31.559789416452027,74.2779768657418",overspeeding,06/01/15,9:45:00
Samanabad Town,Lahore,"31.551688268455738,74.27082957433832",overspeeding,08/01/15,0:25:00
Samanabad Town,Lahore,"31.556752938747994,74.28336375652674",loudspeakeract,08/01/15,16:30:00
Samanabad Town,Lahore,"31.553824848134177,74.27384420587872",miscellaneous,02/01/15,12:00:00
Samanabad Town,Lahore,"31.55003317728544,74.27093129412964",ppc,09/01/15,18:45:00
Samanabad Town,Lahore,"31.550925554373737,74.27046687744976",loudspeakeract,09/01/15,14:00:00
Samanabad Town,Lahore,"31.552050430151873,74.26619441911228",miscellaneous,09/01/15,17:00:00
Samanabad Town,Lahore,"31.550753076681406,74.26650071673878",loudspeakeract,09/01/15,12:45:00
Samanabad Town,Lahore,"31.552488661171935,74.26612095621279",miscellaneous,09/01/15,17:10:00
Samanabad Town,Lahore,"31.553728438444953,74.26670182785507",miscellaneous,10/01/15,20:30:00
Samanabad Town,Lahore,"31.554743056520795,74.26812444654587",miscellaneous,01/01/15,19:25:00
Samanabad Town,Lahore,"31.556671083231514,74.27148063102776",telephoneact,09/01/15,13:30:00
Samanabad Town,Lahore,"31.5565598813018,74.27088922171642",loudspeakeract,09/01/15,12:50:00
Samanabad Town,Lahore,"31.554027110120565,74.27033176840203",loudspeakeract,09/01/15,14:10:00
Samanabad Town,Lahore,"31.559654760924058,74.27656428696376",pricecontrol,08/01/15,19:20:00
Samanabad Town,Lahore,"31.557697491689506,74.28613270146825",loudspeakeract,09/01/15,14:10:00
Samanabad Town,Lahore,"31.55995212746561,74.28405557875796",loudspeakeract,09/01/15,14:00:00
Samanabad Town,Lahore,"31.561539988314735,74.28525393737118",loudspeakeract,09/01/15,14:10:00
Samanabad Town,Lahore,"31.561705009627286,74.28403329919911",loudspeakeract,10/01/15,19:45:00
Samanabad Town,Lahore,"31.558209466008233,74.30306824810931",miscellaneous,09/01/15,16:30:00
Samanabad Town,Lahore,"31.5584011491833,74.30307545740278",armsordinanceact,09/01/15,16:35:00
Samanabad Town,Lahore,"31.558300567600682,74.30312868072424",armsordinanceact,09/01/15,16:40:00
Samanabad Town,Lahore,"31.558526278402542,74.30386294482066",miscellaneous,10/01/15,22:30:00
Samanabad Town,Lahore,"31.56196921015031,74.30414548800307",armsordinanceact,09/01/15,16:45:00
Samanabad Town,Lahore,"31.55134277288176,74.27074757833557",miscellaneous,14/01/15,12:00:00
Samanabad Town,Lahore,"31.549058772253936,74.26584795585296",antinorcoticsact,13/01/15,6:15:00
Samanabad Town,Lahore,"31.5549939230128,74.2875866363765",antinorcoticsact,13/01/15,5:00:00
Samanabad Town,Lahore,"31.55796440226822,74.28544342292244",loudspeakeract,11/01/15,15:00:00
Samanabad Town,Lahore,"31.556580473325504,74.30521752073447",chequedishonour,11/01/15,12:50:00
Samanabad Town,Lahore,"31.551332447884768,74.27074765295542",miscellaneous,14/01/15,12:00:00
Samanabad Town,Lahore,"31.555042450765512,74.2718643237929",miscellaneous,14/01/15,12:00:00
Samanabad Town,Lahore,"31.555136649101257,74.27193931406352",miscellaneous,14/01/15,12:00:00
Samanabad Town,Lahore,"31.55473984891711,74.27693940864573",hurtpersonalfeud,12/01/15,18:00:00
Samanabad Town,Lahore,"31.558417626801585,74.29014220371458",robbery,10/01/15,13:00:00
Samanabad Town,Lahore,"31.558242056410908,74.30504220435668",miscellaneous,12/01/15,16:30:00
Samanabad Town,Lahore,"31.555088630082988,74.27434745414195",overspeeding,16/01/15,17:00:00
Samanabad Town,Lahore,"31.55205373419199,74.27150829727726",robbery,16/01/15,4:00:00
Samanabad Town,Lahore,"31.551506375654863,74.26986263032946",loudspeakeract,16/01/15,17:05:00
Samanabad Town,Lahore,"31.556465340633288,74.27489727389275",robbery,14/01/15,15:45:00
Samanabad Town,Lahore,"31.556635934708716,74.27381349244163",miscellaneous,15/01/15,18:20:00
Samanabad Town,Lahore,"31.55480949913382,74.28507336868304",hurtpersonalfeud,15/01/15,16:00:00
Samanabad Town,Lahore,"31.55663447313166,74.2869384239066",loudspeakeract,16/01/15,17:05:00
Samanabad Town,Lahore,"31.560576211095572,74.28670536591257",bulgery,08/01/15,12:00:00
Samanabad Town,Lahore,"31.557551779284694,74.29434286501797",loudspeakeract,16/01/15,16:50:00
Samanabad Town,Lahore,"31.554573027895316,74.29789154920888",loudspeakeract,15/01/15,20:20:00
Wagha Town,Lahore,"31.529755463014705,74.3765421667776",othercrimes,02/01/15,0:00:00
Iqbal Town,Lahore,"31.430889392015715,74.27025612497198",antinorcoticsact,01/01/15,12:05:00
Iqbal Town,Lahore,"31.42674400591463,74.27088023488382",antinorcoticsact,01/01/15,12:45:00
Iqbal Town,Lahore,"31.439413025121564,74.2706255458166",motorcycletheft,02/01/15,1:00:00
Iqbal Town,Lahore,"31.438258992549788,74.28099075538545",miscellaneous,01/01/15,18:30:00
Iqbal Town,Lahore,"31.438264142188327,74.28100526363255",armsordinanceact,01/01/15,18:35:00
Iqbal Town,Lahore,"31.43810725601112,74.28022064225249",armsordinanceact,01/01/15,18:45:00
Iqbal Town,Lahore,"31.443460532899707,74.29301891414462",attemptedmurder,01/01/15,10:15:00
Iqbal Town,Lahore,"31.433787618049315,74.26474866197614",bulgery,01/01/15,18:00:00
Iqbal Town,Lahore,"31.43352341145213,74.2629976795768",robbery,02/01/15,11:50:00
Iqbal Town,Lahore,"31.434278977780384,74.26322867515384",bulgery,04/01/15,0:09:00
Iqbal Town,Lahore,"31.443784835490256,74.2777067367934",othercrimes,04/01/15,18:30:00
Iqbal Town,Lahore,"31.44067784623033,74.26801021152366",carsnatching,05/01/15,17:15:00
Iqbal Town,Lahore,"31.444073313140333,74.27793754734866",othercrimes,07/01/15,16:30:00
Iqbal Town,Lahore,"31.450671440348,74.2849766954152",robbery,06/01/15,22:40:00
Iqbal Town,Lahore,"31.43924937467666,74.27126427431153",bulgery,07/01/15,16:00:00
Iqbal Town,Lahore,"31.42174902725112,74.2595247552478",bulgery,04/01/15,18:00:00
Iqbal Town,Lahore,"31.441872588305692,74.27597504181645",loudspeakeract,09/01/15,16:05:00
Iqbal Town,Lahore,"31.429007838078096,74.2729390094462",loudspeakeract,09/01/15,6:30:00
Iqbal Town,Lahore,"31.430242016485344,74.27509314007759",loudspeakeract,09/01/15,6:30:00
Iqbal Town,Lahore,"31.431059480933985,74.26407090560463",loudspeakeract,09/01/15,15:50:00
Iqbal Town,Lahore,"31.443084901646916,74.2770034961464",overspeeding,12/01/15,14:15:00
Iqbal Town,Lahore,"31.44237808511317,74.2765341898817",overspeeding,11/01/15,16:35:00
Iqbal Town,Lahore,"31.442185239408005,74.27650034543207",overspeeding,10/01/15,13:25:00
Iqbal Town,Lahore,"31.444328857344225,74.27300142463199",overspeeding,11/01/15,17:05:00
Iqbal Town,Lahore,"31.444351172025137,74.27296879319734",overspeeding,12/01/15,13:40:00
Iqbal Town,Lahore,"31.444392279987163,74.27299371988455",antinorcoticsact,11/01/15,1:25:00
Iqbal Town,Lahore,"31.447128333430356,74.27020244341702",overspeeding,11/01/15,17:10:00
Iqbal Town,Lahore,"31.447153105932454,74.27019314980075",overspeeding,12/01/15,13:15:00
Iqbal Town,Lahore,"31.447073193675056,74.27023722929098",othercrimes,13/01/15,18:00:00
Iqbal Town,Lahore,"31.415701051598,74.26163321497013",miscellaneous,08/01/15,23:30:00
Iqbal Town,Lahore,"31.40588105773324,74.26665116902782",bulgery,02/01/15,22:15:00
Iqbal Town,Lahore,"31.419298504198608,74.26566284555186",pricecontrol,10/01/15,10:20:00
Iqbal Town,Lahore,"31.428869429362283,74.26451553835183",othercrimes,11/01/15,12:43:00
Iqbal Town,Lahore,"31.428849192507336,74.26418312132009",motorcycletheft,11/01/15,13:30:00
Iqbal Town,Lahore,"31.41977420010463,74.26585233466287",miscellaneous,15/01/15,19:00:00
Iqbal Town,Lahore,"31.419763752306487,74.26585850318563",armsordinanceact,15/01/15,19:15:00
Iqbal Town,Lahore,"31.41982623848458,74.26589715312969",armsordinanceact,15/01/15,19:20:00
Iqbal Town,Lahore,"31.419827282007553,74.26586444481944",armsordinanceact,15/01/15,19:25:00
Iqbal Town,Lahore,"31.440280312713025,74.26793095142533",robbery,11/01/15,21:30:00
Iqbal Town,Lahore,"31.44760019184754,74.26957749360423",robbery,10/01/15,22:00:00
Iqbal Town,Lahore,"31.451156052214177,74.27353854336761",antinorcoticsact,11/01/15,1:00:00
Iqbal Town,Lahore,"31.45112923720081,74.27354460423808",robbery,09/01/15,9:30:00
Iqbal Town,Lahore,"31.452248262590984,74.2868782076809",beggingact,15/01/15,14:15:00
Iqbal Town,Lahore,"31.441843739752866,74.27735525697818",loudspeakeract,16/01/15,13:30:00
Iqbal Town,Lahore,"31.442595078074223,74.27490065032654",robbery,16/01/15,21:05:00
Iqbal Town,Lahore,"31.442301237711153,74.27552018987856",miscellaneous,16/01/15,13:00:00
Iqbal Town,Lahore,"31.433197473028404,74.28903172446425",miscellaneous,14/01/15,18:00:00
Iqbal Town,Lahore,"31.42868335083543,74.28492306789065",robbery,09/01/15,11:30:00
Iqbal Town,Lahore,"31.43088503040374,74.27036190594241",narcotics,17/01/15,21:45:00
Iqbal Town,Lahore,"31.43087629114879,74.27036683374696",narcotics,18/01/15,16:00:00
Iqbal Town,Lahore,"31.43684902272719,74.27146817562263",othercrimes,14/01/15,13:00:00
Iqbal Town,Lahore,"31.44813305831922,74.2703377086126",miscellaneous,18/01/15,16:05:00
Iqbal Town,Lahore,"31.448015054215627,74.2703310461558",miscellaneous,17/01/15,23:45:00
Wagha Town,Lahore,"31.596287953570762,74.34225202045067",armsordinanceact,01/01/15,12:00:00
Wagha Town,Lahore,"31.593643436341598,74.33760211350868",pricecontrol,01/01/15,12:00:00
Wagha Town,Lahore,"31.599281965988204,74.33777413954338",armsordinanceact,01/01/15,0:05:00
Wagha Town,Lahore,"31.606737016998558,74.33868027157668",narcotics,01/01/15,18:00:00
Wagha Town,Lahore,"31.607509780116633,74.34184513534045",othercrimes,01/01/15,1:30:00
Wagha Town,Lahore,"31.59986416150898,74.33887626615777",antinorcoticsact,04/01/15,13:50:00
Wagha Town,Lahore,"31.587913596521137,74.33689919268383",othercrimes,02/01/15,21:30:00
Wagha Town,Lahore,"31.587877564169187,74.337028331928",miscellaneous,04/01/15,6:35:00
Wagha Town,Lahore,"31.596995874116146,74.33737246865039",antinorcoticsact,02/01/15,2:00:00
Wagha Town,Lahore,"31.606402849509678,74.34219561346593",othercrimes,03/01/15,4:00:00
Wagha Town,Lahore,"31.596055725171816,74.34314230675979",outragingthemodestyofwomen,05/01/15,19:45:00
Wagha Town,Lahore,"31.599224512419184,74.3421126224764",narcotics,07/01/15,20:55:00
Wagha Town,Lahore,"31.59043537516676,74.34912447712976",armsordinanceact,08/01/15,12:05:00
Wagha Town,Lahore,"31.599879400821195,74.33831256450097",miscellaneous,09/01/15,23:20:00
Wagha Town,Lahore,"31.597168311548625,74.33908999139736",miscellaneous,09/01/15,4:00:00
Wagha Town,Lahore,"31.608549181440896,74.34205344255473",kidnapping,08/01/15,9:00:00
Wagha Town,Lahore,"31.60416394097871,74.33935289231395",othercrimes,12/01/15,14:10:00
Wagha Town,Lahore,"31.604801621873435,74.34215818019211",othercrimes,12/01/15,11:00:00
Wagha Town,Lahore,"31.597432551609927,74.34170995070838",fatalaccident,14/01/15,12:05:00
Wagha Town,Lahore,"31.60184354346524,74.34251035640997",miscellaneous,13/01/15,22:00:00
Wagha Town,Lahore,"31.595481024937765,74.3397845190987",othercrimes,13/01/15,19:30:00
Wagha Town,Lahore,"31.60461989360359,74.34235007351305",narcotics,15/01/15,13:50:00
Wagha Town,Lahore,"31.601331665922604,74.34217877009542",motorcyclesnatching,15/01/15,19:35:00
Wagha Town,Lahore,"31.60219811523929,74.343624371382",telephoneact,14/01/15,12:00:00
Wagha Town,Lahore,"31.603647494347356,74.34453866040742",miscellaneous,15/01/15,12:00:00
Wagha Town,Lahore,"31.603753039441056,74.34435363826148",miscellaneous,15/01/15,12:00:00
Wagha Town,Lahore,"31.60006593440439,74.34147680601227",loudspeakeract,16/01/15,14:30:00
Wagha Town,Lahore,"31.59860542616733,74.33664003012606",loudspeakeract,16/01/15,14:40:00
Wagha Town,Lahore,"31.602903733759984,74.3336758576635",motorcyclesnatching,15/01/15,17:15:00
Cantonment,Lahore,"31.542498584720178,74.32984793724202",overspeeding,01/01/15,20:10:00
Cantonment,Lahore,"31.541466177580354,74.33290478916678",robbery,02/01/15,14:00:00
Cantonment,Lahore,"31.54225456554505,74.32934477093194",othercrimes,05/01/15,16:15:00
Cantonment,Lahore,"31.53947649396214,74.3298563574719",motorcycletheft,02/01/15,19:00:00
Cantonment,Lahore,"31.53810149752416,74.33678422040167",miscellaneous,06/01/15,13:50:00
Cantonment,Lahore,"31.54162009436775,74.33269142281566",kidnapping,04/01/15,9:10:00
Cantonment,Lahore,"31.54023815900401,74.31905195678024",motorcycletheft,05/01/15,19:00:00
Cantonment,Lahore,"31.53853914873264,74.33615082211745",othercrimes,08/01/15,14:10:00
Cantonment,Lahore,"31.535252970370678,74.32848969689145",othervehicletheft,07/01/15,14:00:00
Cantonment,Lahore,"31.54280993343602,74.32012455247403",robbery,07/01/15,20:00:00
Cantonment,Lahore,"31.535420204970965,74.3284878970154",othervehicletheft,10/01/15,10:15:00
Cantonment,Lahore,"31.53795956187469,74.33701401172513",motorcycletheft,14/01/15,19:30:00
Cantonment,Lahore,"31.53830408986473,74.33647908739259",overspeeding,07/01/15,14:00:00
Cantonment,Lahore,"31.534358994953667,74.32904767630689",cartheft,13/01/15,10:00:00
Cantonment,Lahore,"31.534710508631026,74.32847254402765",cartheft,14/01/15,8:00:00
Cantonment,Lahore,"31.537902234263736,74.33664401857008",antinorcoticsact,15/01/15,14:15:00
